ID,지역,난이도,길이,시간,식수,화장실,매점,키워드1,키워드2,코스명
5,강원,3,11,360,0,0,0,자연,체험,happy700길
5,강원,3,10,240,0,0,0,자연,체험,happy700길
5,강원,3,10,240,0,0,0,자연,체험,happy700길
5,강원,3,14,330,0,1,0,자연,체험,happy700길
5,강원,3,15,390,0,0,0,자연,체험,happy700길
7,강원,3,3.6,60,0,1,0,자연,체험,happy700길
5,강원,3,5.3,160,0,0,0,자연,체험,happy700길
8,강원,4,6.1,330,0,0,0,자연,체험,happy700길
7,강원,3,10,290,0,1,0,자연,체험,happy700길
1,강원,3,9.5,180,0,1,1,자연,체험,happy700길
7,강원,3,13,300,0,1,1,자연,체험,happy700길
3,강원,2,5.7,70,0,1,1,자연,체험,happy700길
3,강원,2,7.8,150,0,0,0,자연,체험,happy700길
7,강원,2,4.1,80,0,0,0,자연,자연,happy700길
7,강원,3,16,360,0,0,0,체험,전통,happy700길
5,강원,5,12.2,360,1,1,0,자연,전통,happy700길
5,강원,3,9,240,0,0,0,자연,체험,happy700길
7,강원,3,10,180,0,1,1,자연,체험,happy700길
5,강원,3,12,303,0,0,0,자연,체험,happy700길
7,강원,2,3.95,90,1,1,0,자연,체험,happy700길
1,강원,3,12,210,0,1,1,자연,체험,happy700길
3,강원,3,9.3,150,0,0,0,자연,체험,happy700길
5,강원,5,8.9,300,0,1,1,자연,체험,happy700길
5,강원,5,9.5,300,0,1,1,자연,체험,happy700길
0,강원,1,13.3,180,0,0,0,자연,체험,happy700길
6,제주,3,10.3,210,0,1,0,자연,체험,갑마장길 및 가름질
3,충남,3,10.7,210,0,1,1,자연,전통,내포문화숲길
3,충남,3,10.6,210,0,1,1,자연,종교,내포문화숲길
3,충남,3,9,220,1,1,1,체험,종교,내포문화숲길
3,충남,3,12.3,220,1,1,1,전통,종교,내포문화숲길
3,충남,3,15.8,270,1,1,1,전통,도시,내포문화숲길
3,충남,3,15.5,330,0,1,1,체험,체험,내포문화숲길
4,충남,2,1,40,0,1,0,자연,도시,태안 해변길
1,서울,3,3.4,60,1,1,0,체험,체험,남산순환나들길
1,전남,2,3.3,80,0,1,1,자연,도시,담양오방길
0,경기,1,7.6,150,1,1,1,체험,자연,의주길
7,경기,3,6.2,150,1,1,1,전통,도시,의주길
0,광주,3,3.6,150,0,0,0,자연,자연,영산강 서창포구 탐방길
0,대구,3,19,540,0,1,1,전통,체험,강정보 녹색길
2,대구,3,22,600,0,1,1,도시,전통,달성보 녹색길
9,경기,3,14,270,1,1,1,종교,전통,의주길
7,경기,4,11.6,210,1,1,1,자연,체험,의주길
0,경기,3,12.7,240,1,1,1,자연,종교,의주길
5,대구,3,32,1240,1,1,1,자연,종교,비슬산 둘레길
3,대구,3,18,480,0,1,1,자연,체험,비슬산 둘레길
3,전남,3,38.9,1180,0,1,1,자연,전통,섬진강길
0,전남,2,27.4,540,0,1,1,자연,전통,섬진강길
5,전남,3,5,120,0,0,1,자연,전통,로하스 녹색길
7,전남,3,1.7,70,0,0,1,자연,자연,로하스 녹색길
8,경기,3,1.5,60,1,1,0,체험,전통,공룡알 화석산지 탐방로
8,전남,3,1.2,50,0,0,1,자연,체험,로하스 녹색길
3,전남,3,1.4,60,0,1,1,자연,자연,로하스 녹색길
9,전북,3,26.1,420,0,0,0,종교,자연,아름다운 순례길
9,전북,3,24.1,480,0,0,0,종교,자연,아름다운 순례길
9,전북,3,23.6,480,0,0,0,종교,자연,아름다운 순례길
9,전북,3,25.5,480,0,0,0,전통,종교,아름다운 순례길
9,전북,3,14.5,240,0,0,0,전통,체험,아름다운 순례길
9,전북,3,21.2,360,0,1,0,종교,자연,아름다운 순례길
0,경북,3,6.3,160,0,1,0,체험,체험,감포깍지길
3,경북,3,9.9,270,0,1,1,자연,전통,감포깍지길
7,경북,3,13.4,30,0,1,1,자연,도시,감포깍지길
3,경북,3,8.7,190,0,0,0,자연,도시,감포깍지길
3,경북,2,4.4,90,0,0,0,전통,도시,감포깍지길
7,부산,3,9.3,180,1,1,1,체험,체험,그린웨이 서구 일주로
1,충북,3,10.4,210,0,1,1,자연,전통,비내길
9,충남,3,13.3,180,0,1,1,종교,전통,버그내 순례길
7,충북,3,7.5,120,0,1,1,자연,전통,비내길
8,경기,3,8,300,1,1,1,종교,체험,여강길
3,전남,3,4.6,120,0,0,1,자연,체험,문학 탐방길
3,전남,3,3.5,100,0,1,1,자연,체험,문학 탐방길
0,경기,3,4.103,56,1,1,0,자연,전통,용설저수지 수변산책로
0,전남,3,9.36,210,0,1,1,체험,전통,풍류락도 영산가람길
0,전남,3,6.14,150,1,1,0,체험,자연,풍류락도 영산가람길
1,전남,3,10.27,240,0,1,1,체험,자연,풍류락도 영산가람길
3,전북,3,40.8,1180,1,1,1,체험,자연,섬진강길
5,경기,3,8.61,240,0,1,0,체험,자연,상중리 임도
5,세종,3,4.5,120,0,0,0,종교,자연,원수산 둘레길
7,세종,3,5.4,120,0,0,0,종교,체험,원수산 둘레길
7,세종,3,5.1,120,0,0,0,자연,자연,전월산 둘레길
0,세종,3,1.8,30,1,1,1,도시,자연,세종호수공원
0,세종,3,2.9,45,0,1,1,도시,자연,세종호수공원
0,세종,3,4.4,60,0,1,1,도시,체험,세종호수공원
3,전남,2,7,180,0,1,1,자연,자연,이청준 한승원 문학길
3,경기,3,7.1,160,0,1,1,전통,자연,고양누리길
8,부산,3,21.4,360,0,1,1,종교,전통,갈맷길
3,서울,3,3.2,90,0,1,1,자연,자연,인왕산 자락길
1,부산,3,4.8,90,1,1,1,도시,자연,그린웨이 서구 일주로
0,부산,3,10.8,240,1,1,1,도시,전통,갈맷길
4,충남,2,9,180,0,1,1,자연,전통,태안 해변길
6,제주,3,5.5,300,0,1,1,자연,전통,제주 올레길
6,제주,3,5,240,0,1,0,자연,전통,제주 올레길
6,제주,4,2,70,0,1,1,자연,전통,제주 올레길
6,제주,3,3.2,120,0,0,0,자연,전통,제주 올레길
6,제주,4,3.7,180,0,1,0,자연,전통,제주 올레길
6,제주,3,5.5,210,0,1,1,자연,전통,제주 올레길
6,제주,4,5,180,0,0,0,자연,전통,제주 올레길
6,제주,3,5.1,180,0,1,1,자연,전통,제주 올레길
6,제주,3,2,90,1,1,1,자연,전통,제주 올레길
6,제주,3,1,60,0,1,1,자연,체험,제주 올레길
5,부산,4,6.7,120,1,1,1,자연,전통,그린웨이 서구 일주로
7,강원,3,2.3,180,0,0,0,자연,전통,산꼬라데이길
8,경기,3,3.7,90,1,1,1,자연,전통,고양누리길
3,경기,1,6.6,100,0,1,1,자연,체험,고양누리길
3,경기,3,6.72,150,1,1,0,종교,자연,고양누리길
3,경기,2,5.48,160,0,1,0,전통,전통,고양누리길
7,전북,3,10.7,140,0,1,1,자연,도시,금구 명품길
3,광주,2,4.5,180,1,1,1,종교,자연,양림동 둘레길
3,경기,3,22.2,345,0,1,1,도시,도시,수원팔색길
8,충북,2,4,120,0,1,1,전통,종교,상당산성길
8,부산,3,13,300,1,1,0,전통,자연,갈맷길
0,부산,2,7,120,1,1,0,도시,전통,갈맷길
5,전남,4,5.5,180,0,0,0,자연,전통,편백숲 트레킹길
5,광주,5,11.5,360,1,1,1,자연,도시,빛고을산들길
0,광주,3,16.6,270,1,1,1,자연,전통,빛고을산들길
0,광주,2,17,300,0,1,1,자연,체험,빛고을산들길
7,부산,2,9,180,0,0,1,자연,자연,갈맷길
3,부산,3,23,420,1,1,1,종교,전통,갈맷길
4,충남,2,2.57,35,0,1,1,자연,전통,철새나그네길
5,경남,3,6.9,180,0,0,1,자연,전통,장복산 누리길
0,충남,3,4.7,160,0,1,0,자연,전통,금강 솔바람길
8,강원,4,14,360,1,1,1,자연,전통,대관령 너머길
6,전남,3,4.3,150,0,0,0,자연,체험,흑산철새와 당산길
0,강원,3,6,120,0,1,0,자연,전통,비수구미 생태길
7,전북,2,4,120,0,1,0,자연,전통,예향천리 마실길
7,전북,2,4.5,140,0,1,0,자연,전통,예향천리 마실길
7,전북,1,3.8,120,0,1,1,자연,전통,예향천리 마실길
4,부산,3,12.6,240,0,1,1,자연,도시,갈맷길
4,부산,3,10,240,0,1,1,자연,체험,갈맷길
5,경기,5,13,300,0,1,0,자연,체험,경기도 영남길
0,충남,3,6,210,0,1,0,자연,체험,금강 솔바람길
2,경기,3,11.7,150,0,1,0,도시,도시,경기도 영남길
2,경기,3,14.7,300,0,1,0,도시,자연,경기도 영남길
2,경기,4,6.5,180,0,1,0,전통,전통,경기도 영남길
2,경기,2,11.6,240,0,1,0,체험,전통,경기도 영남길
4,경북,1,4,60,0,1,1,자연,종교,파도소리길
9,경기,4,15.4,330,0,1,0,체험,전통,경기도 영남길
0,충남,2,12.5,195,0,1,0,자연,체험,서천 봉선지 둘레길
2,서울,3,26.5,600,0,1,0,자연,체험,노원산내들길
5,전북,3,12.8,360,0,1,1,자연,체험,예향천리 장수마실길
5,전북,3,12,360,0,1,1,자연,전통,예향천리 장수마실길
2,경기,3,9.6,155,0,1,1,체험,전통,수원팔색길
0,대전,4,8,180,0,1,0,자연,체험,대청호 누리길
2,대전,2,4.5,90,0,1,1,자연,체험,낭만길
3,대전,2,2.5,60,0,1,0,자연,체험,역사문화길
1,대구,3,2,60,1,1,1,자연,전통,앞산 전망대길
3,대전,3,4.5,90,0,1,0,자연,전통,생태환경길
3,경기,3,5.3,90,1,1,1,자연,전통,수원팔색길
0,경기,3,17,270,1,1,1,자연,전통,수원팔색길
2,경기,2,10.5,170,0,1,1,자연,체험,수원팔색길
5,대전,3,4,120,1,1,0,도시,전통,생태환경길
3,대전,2,3.5,90,1,1,1,체험,전통,역사문화길
5,대전,2,8.5,170,0,1,0,자연,도시,대청호반길
0,대전,2,6,60,0,1,1,전통,전통,대청호반길
9,제주,2,11,240,0,1,0,종교,도시,순례길
3,대전,4,11.1,240,0,0,0,체험,도시,대덕사이언스길
2,대전,2,10,180,0,1,1,체험,전통,대덕사이언스길
6,제주,3,12.6,150,1,1,1,종교,자연,순례길
6,제주,3,9.3,150,0,1,1,종교,체험,순례길
7,전북,5,19.2,420,0,1,1,자연,체험,예향천리 장수마실길
2,충북,4,14,360,0,1,1,자연,전통,충주 풍경길
5,경남,3,18,390,1,0,0,자연,전통,창원 둘레길
3,강원,3,7.5,180,0,0,0,자연,전통,원대리 자작나무숲길
1,충북,3,7.5,180,0,1,0,자연,전통,충주 풍경길
0,경북,1,7,120,0,1,1,자연,전통,보문호반길
7,경북,3,8.4,210,0,1,0,자연,전통,낙동정맥 트레일
7,경북,3,10.2,240,0,1,0,자연,전통,낙동정맥 트레일
7,경북,4,19,300,0,1,0,자연,전통,낙동정맥 트레일
7,경북,3,10.2,210,0,1,0,자연,전통,낙동정맥 트레일
5,충남,3,8,180,0,1,0,자연,체험,금성산 술래길
5,경기,3,10.2,210,0,1,0,자연,체험,경기도 영남길
3,강원,4,12.5,300,0,1,1,자연,종교,대관령 너머길
3,강원,3,11,240,1,1,1,자연,종교,대관령 너머길
8,강원,3,16.3,360,0,1,1,전통,전통,대관령 너머길
5,전북,3,6.8,150,0,1,1,자연,전통,덕음산 솔바람 건강길
5,경북,3,5.6,120,0,1,1,자연,전통,철길따라 걷는 산골오지 트레킹
5,충북,4,4.1,180,0,0,0,자연,전통,충주 풍경길
8,경기,3,13,270,0,1,0,자연,전통,경기도 영남길
9,경기,1,9.9,210,0,1,0,종교,전통,경기도 영남길
7,충북,3,3.2,210,0,1,0,자연,자연,반기문 비채길
6,경남,3,6.5,180,0,0,0,체험,전통,저도 비치로드
0,강원,2,8.9,180,0,0,0,자연,전통,횡성 섬강길
0,강원,2,13.3,240,0,0,0,자연,전통,횡성 섬강길
7,전북,3,10.2,240,1,1,0,자연,종교,진안고원길
8,충북,3,1,40,1,1,0,자연,전통,천년은행나무옛길
6,경북,3,22,240,0,1,0,자연,전통,울릉둘레길
6,경북,3,24,240,0,1,0,자연,체험,울릉둘레길
6,경북,3,27.5,240,0,1,0,자연,전통,울릉둘레길
0,경북,2,5.4,90,0,1,0,자연,자연,경북 고령군 모듬내길
2,충북,2,9,180,0,1,1,체험,전통,충주 풍경길
7,경남,4,3.4,80,1,1,1,자연,체험,원전 벌바위둘레길
0,경남,2,9.6,150,1,1,1,자연,전통,동판저수지둘레길
5,경기,3,13,330,0,1,1,자연,전통,늠내길
8,전북,3,13.3,200,0,1,1,자연,전통,고창 예향천리마실길
5,전북,3,9.6,120,0,1,1,자연,체험,고창 예향천리마실길
3,전북,3,8.1,140,1,1,1,종교,체험,고창 예향천리마실길
3,전북,4,4.7,105,0,1,1,자연,자연,고창 예향천리마실길
3,전북,2,17.5,240,0,0,1,전통,전통,고창 예향천리마실길
3,전북,3,7.2,140,0,0,0,자연,전통,고창 예향천리마실길
3,전북,2,5,100,0,0,0,자연,체험,고창 예향천리마실길
2,전북,2,1.6,30,0,1,1,도시,체험,천년 전주 마실길
1,전북,4,10.3,300,0,1,1,전통,체험,천년 전주 마실길
1,전북,3,6.8,120,0,1,1,전통,체험,천년 전주 마실길
3,울산,3,3.7,90,0,1,1,자연,도시,천마산 생태문화탐방로
5,충북,2,4.1,120,1,1,1,자연,체험,충주 풍경길
7,울산,2,3.82,90,0,0,1,자연,체험,강동사랑길
5,경기,4,18,270,1,1,1,자연,도시,희망볼랫길
5,대전,3,9.3,360,1,0,0,자연,체험,대전둘레산길
5,대전,5,13.1,450,1,1,0,자연,전통,대전둘레산길
5,대전,4,12.5,450,1,1,1,자연,체험,대전둘레산길
5,대전,3,9,360,0,0,0,자연,도시,대전둘레산길
5,대전,3,10,360,0,0,0,자연,도시,대전둘레산길
5,대전,3,11.5,420,0,0,0,체험,체험,대전둘레산길
5,경기,3,3.3,70,0,0,1,자연,체험,노아산 숲길
5,경기,3,5.2,100,0,0,1,자연,체험,노아산 숲길
5,광주,4,13,360,1,1,1,자연,자연,빛고을산들길
7,전북,2,4,60,1,1,1,체험,자연,모악산 마실길
7,전북,3,16,240,1,1,1,체험,전통,모악산 마실길
7,전북,3,5,90,1,1,1,자연,전통,모악산 마실길
7,전북,3,13,240,1,1,1,자연,체험,모악산 마실길
5,경기,4,8.2,180,0,1,1,자연,체험,감악산 숲길
0,경남,2,11,180,1,1,1,자연,도시,섬진강을 따라가는 박경리 토지길
8,서울,3,30.21,600,1,1,1,자연,전통,송파소리길
8,인천,2,15,180,0,1,1,자연,전통,강화나들길
4,인천,2,10,180,0,1,1,자연,종교,강화나들길
5,경기,2,20.6,180,0,1,0,자연,전통,서운산 둘레길
5,경기,3,6.6,180,1,1,1,자연,전통,관악산둘레길
5,서울,3,15,300,1,1,1,자연,자연,관악산둘레길
8,인천,4,12,220,1,1,1,전통,자연,강화나들길
7,경기,3,6,150,0,0,0,종교,자연,서운산 둘레길
7,경기,3,7,180,0,0,0,종교,전통,서운산 둘레길
8,전북,3,3.24,100,0,0,0,자연,전통,대장금 마실길
5,전북,3,5.23,160,0,0,0,자연,전통,대장금 마실길
5,전북,3,8.63,220,0,0,0,자연,전통,대장금 마실길
1,전북,3,4.68,160,0,1,0,자연,전통,대장금 마실길
8,전북,3,10.33,280,0,0,0,자연,전통,대장금 마실길
7,전북,3,12.6,270,1,1,1,자연,전통,교룡산 둘레길
7,전북,3,9,180,1,1,1,자연,전통,교룡산 둘레길
5,전남,2,5.4,120,1,1,1,자연,종교,편백숲 트레킹길
5,전남,3,4.8,120,0,1,0,자연,체험,편백숲 트레킹길
5,전남,1,1.6,30,0,0,0,자연,종교,편백숲 트레킹길
1,경기,4,9.2,190,0,1,1,체험,체험,김삿갓 풍류길
1,경기,1,3.7,50,0,1,1,자연,체험,김삿갓 풍류길
5,경남,3,7.1,170,1,1,0,자연,체험,창원 둘레길
5,경남,3,4.4,110,1,0,0,자연,체험,창원 둘레길
5,경남,4,12.6,315,1,0,0,자연,체험,창원 둘레길
5,경남,4,10.5,270,1,1,0,자연,체험,창원 둘레길
5,경남,2,4,100,0,1,1,자연,체험,창원 둘레길
5,경남,3,10,250,0,1,1,자연,체험,창원 둘레길
5,경남,3,5.6,140,0,1,0,자연,체험,창원 둘레길
5,경남,3,7.8,200,0,0,0,자연,체험,창원 둘레길
5,경남,3,8.1,200,0,1,0,도시,체험,창원 둘레길
5,경남,3,12.9,320,0,1,0,도시,체험,창원 둘레길
8,전북,2,18.4,380,1,1,1,전통,체험,익산둘레길
2,광주,2,16.5,300,0,1,1,전통,도시,빛고을산들길
6,제주,3,13.7,210,0,1,1,자연,도시,제주지오트레일
6,제주,3,10.5,180,0,1,1,자연,도시,제주지오트레일
6,제주,3,14.3,230,0,1,1,자연,도시,제주지오트레일
6,제주,3,4.6,120,0,1,0,자연,도시,제주지오트레일
6,제주,3,8.3,210,0,1,1,자연,전통,제주지오트레일
6,제주,2,4,90,0,1,0,자연,전통,제주지오트레일
5,강원,3,10.5,240,0,1,1,자연,체험,곰배령 트래킹
5,강원,4,10.2,240,0,1,0,자연,체험,하이원 하늘길
5,강원,3,4.5,114,0,1,0,자연,도시,만항재 트래킹
6,제주,3,3,90,0,1,1,자연,체험,제주지오트레일
0,경기,3,9.1,180,0,1,1,자연,전통,임진강변 생태탐방로
4,경북,3,0.7,40,0,0,0,자연,전통,호미만도 해안둘레길
6,전남,3,7.7,270,0,0,0,자연,전통,거금도 둘레길
6,전남,3,10.2,370,0,0,0,자연,전통,거금도 둘레길
6,전남,3,4.1,150,0,0,0,자연,전통,거금도 둘레길
6,전남,3,4.1,150,0,0,0,자연,전통,거금도 둘레길
6,전남,3,5,180,0,0,0,자연,전통,거금도 둘레길
6,전남,3,7,210,0,0,0,자연,전통,거금도 둘레길
6,전남,3,4.1,120,0,0,0,자연,전통,거금도 둘레길
7,경남,3,10,180,0,0,0,자연,전통,고려현종부자상봉길
7,전북,2,11.8,200,0,0,0,자연,전통,예향천리 마실길
5,전남,3,7.8,180,0,1,0,자연,전통,고산봉 탐방로
8,전북,2,1.5,40,0,0,0,체험,체험,전주성 사대문 안 옛길
2,부산,3,1,60,0,0,0,도시,전통,도심숲이 있는 서면권 근대산업발상지 따라 걷기
2,경기,3,20,240,0,0,0,자연,종교,모락산둘레길
8,충남,3,13.4,360,1,1,1,전통,전통,사비길
5,강원,3,3,90,0,1,1,자연,종교,산세따라걷는길
5,경기,2,6.8,150,1,1,1,체험,자연,심학산 둘레길
8,서울,2,7,120,1,1,1,체험,전통,안산자락길
8,경기,3,4.4,120,0,1,1,자연,전통,서오릉 나들길
5,전남,3,10.9,180,1,1,1,자연,체험,월출산 기찬묏길
5,전남,2,5.32,150,0,1,1,자연,도시,입암산 둘레길
2,전남,2,6.48,80,1,1,0,자연,체험,고락산 둘레길
6,경남,3,16.6,360,0,1,1,자연,전통,남해 바래길
8,전남,3,2.75,55,1,1,1,체험,전통,활성산성 편백숲 보부상길
5,전남,3,3.97,65,1,1,1,체험,전통,활성산성 편백숲 보부상길
5,전남,4,3.76,71,1,1,1,체험,전통,활성산성 편백숲 보부상길
4,경남,3,13.1,210,0,1,1,자연,체험,이순신 바닷길
0,강원,3,10.7,156,1,1,1,자연,전통,송지호 둘레길
3,경북,2,14.5,270,0,1,0,종교,종교,유교문화길
5,대구,1,2.5,120,1,1,1,체험,종교,팔공산 올레길
5,대구,1,9.4,180,1,1,1,자연,종교,팔공산 올레길
7,대구,1,9.8,210,1,1,1,전통,자연,팔공산 올레길
8,대구,1,7.5,150,1,1,0,전통,종교,팔공산 올레길
5,대구,3,8.2,180,1,1,1,자연,종교,팔공산 올레길
5,대구,3,7.1,150,1,1,1,전통,체험,팔공산 올레길
5,경북,3,15,240,0,1,0,자연,체험,수도녹색숲 모티길
7,경북,2,7.5,140,0,1,1,자연,체험,의성읍 둘레길
5,충북,2,4,60,1,1,1,자연,체험,산막이옛길
5,충북,4,11,360,0,0,0,자연,전통,대청호오백리길
3,울산,3,1.8,60,0,1,1,자연,전통,천마산 생태문화탐방로
7,충북,4,13,360,0,0,0,자연,체험,대청호오백리길
5,충북,4,13,420,0,0,0,자연,체험,대청호오백리길
7,충북,4,10,300,0,0,0,자연,도시,대청호오백리길
7,충북,3,12,360,0,0,0,자연,체험,대청호오백리길
5,충북,3,12.5,360,0,0,0,자연,체험,대청호오백리길
5,충북,4,13,390,0,1,0,자연,전통,대청호오백리길
0,대전,3,11.5,360,0,1,0,자연,도시,대청호오백리길
7,대전,3,10,300,1,1,0,자연,전통,대청호오백리길
5,대전,3,12,360,0,0,0,자연,자연,대청호오백리길
0,대전,3,12.5,360,1,1,1,체험,전통,대청호오백리길
0,대전,3,13,360,0,1,0,자연,체험,대청호오백리길
1,전북,3,18.8,330,1,1,1,종교,전통,고인돌 질마재 따라 100리길
4,부산,2,11.5,240,0,1,1,체험,체험,갈맷길
6,경남,3,14.7,300,0,1,1,자연,체험,한려해상 바다백리길
6,경남,4,4.8,180,0,1,1,자연,전통,한려해상 바다백리길
6,경남,2,2.3,90,0,1,1,자연,체험,한려해상 바다백리길
6,경남,3,5.2,180,0,1,1,자연,체험,한려해상 바다백리길
6,경남,3,3.1,120,0,1,1,자연,전통,한려해상 바다백리길
8,충남,3,4.6,90,0,1,0,자연,전통,느린 꼬부랑길
5,충남,3,5.1,90,1,1,1,자연,체험,느린 꼬부랑길
4,경북,2,13.5,270,1,1,1,자연,체험,해파랑길
5,경북,4,18.8,450,0,1,1,자연,체험,해파랑길
4,경북,4,12.8,360,0,1,1,자연,체험,해파랑길
4,부산,2,11,360,1,1,1,자연,체험,선셋로드
8,강원,3,12.3,300,0,1,1,자연,전통,해파랑길
8,경남,3,15,300,1,1,1,자연,전통,에나진주길
8,강원,3,15.5,250,0,0,1,자연,전통,단종대왕 유배길
8,전북,3,6.4,180,1,1,1,자연,체험,백제가요 정읍사 오솔길
0,경기,3,14.7,240,0,0,0,자연,체험,평화누리길
8,경기,3,19,330,0,1,1,자연,전통,평화누리길
7,경기,3,24,430,0,1,1,체험,전통,평화누리길
0,경기,2,28,240,1,1,1,자연,전통,두물머리길
7,전북,3,14.9,240,0,1,1,자연,전통,진안고원길
4,경북,2,25,420,0,1,0,자연,체험,관동팔경길
5,울산,2,3.6,80,0,1,0,자연,체험,대왕암길
6,전남,3,12,180,1,1,0,자연,체험,해넘이길
4,경남,3,6,90,1,1,1,자연,도시,실안노을길
4,경북,3,5,80,0,1,1,체험,도시,호미곶 새천년길
0,경기,2,7.2,120,0,1,1,체험,도시,의정부소풍길
5,경북,3,7.2,180,1,1,1,체험,체험,새재넘어 소조령길
4,충남,1,14,180,1,1,0,자연,자연,철새나그네길
8,전북,3,27.5,480,0,0,0,종교,전통,아름다운 순례길
8,경기,3,5.1,120,0,1,1,도시,전통,수원팔색길
5,세종,3,3.44,90,1,1,1,도시,전통,원수산 둘레길
5,세종,3,4.3,100,0,0,0,도시,전통,원수산 둘레길
5,세종,3,2.4,60,0,0,0,도시,전통,전월산 둘레길
5,세종,3,2.3,94,0,0,0,도시,전통,전월산 둘레길
5,세종,3,1.4,30,0,0,0,도시,전통,전월산 둘레길
4,경기,3,16,270,1,1,0,자연,체험,늠내길
2,부산,4,4,70,1,1,1,도시,전통,그린웨이 서구 일주로
9,서울,3,9.8,180,0,1,1,도시,전통,서울 천주교순례길
8,경기,3,13.2,210,0,1,1,도시,자연,수원팔색길
8,부산,2,2.7,60,0,1,0,도시,전통,이바구길
5,경북,3,9,180,0,1,0,자연,전통,낙동정맥 트레일
7,경북,2,4.8,90,0,1,0,자연,전통,낙동정맥 트레일
5,경북,3,2.2,60,0,1,1,자연,전통,철길따라 걷는 산골오지 트레킹
5,강원,4,8.9,150,1,1,0,자연,체험,원주굽이길
0,경남,2,6.2,120,1,1,0,자연,체험,남지 개비리길
5,경기,4,11,240,1,0,1,전통,전통,늠내길
6,경기,2,15,300,1,1,1,자연,자연,늠내길
3,울산,3,2,60,0,1,1,전통,체험,천마산 생태문화탐방로
5,대전,5,13.6,450,1,1,1,전통,전통,대전둘레산길
8,대전,4,11,390,1,1,0,도시,종교,대전둘레산길
5,대전,3,13.5,450,0,0,0,자연,전통,대전둘레산길
5,대전,3,12.2,450,0,0,0,자연,전통,대전둘레산길
5,대전,3,7.9,330,0,0,0,자연,전통,대전둘레산길
5,대전,3,9.4,390,0,0,0,자연,전통,대전둘레산길
5,경기,3,6.3,120,0,0,1,자연,종교,계명산 숲길
5,경기,4,10,240,1,1,1,자연,전통,관악산둘레길
4,인천,2,10.9,240,1,1,1,자연,체험,강화나들길
4,전남,1,6.45,90,1,1,1,자연,체험,여수 갯가길
0,전남,5,24.3,420,0,1,1,자연,체험,여수 갯가길
4,전남,4,13.1,260,0,1,1,자연,종교,여수 갯가길
5,경남,3,6.7,150,1,1,0,자연,체험,창원 둘레길
1,제주,2,4.01,120,0,1,1,자연,체험,중문둘레길
4,경기,3,30,480,1,1,1,자연,전통,황금해안길
6,경북,3,2.07,74,0,0,0,자연,전통,무섬마을길
8,충남,2,8,180,1,1,1,자연,전통,홍주성 천년 여행길
3,충남,3,29.2,510,0,1,0,도시,전통,내포문화숲길
3,강원,3,13.3,240,0,0,1,자연,전통,효석문학 100리길
7,강원,4,90,2540,1,1,1,자연,전통,백두대간 금강산 가는길
0,강원,4,90,2540,1,1,1,자연,전통,백두대간 금강산 가는길
5,강원,4,90,2540,1,1,1,자연,전통,백두대간 금강산 가는길
7,강원,4,90,2540,1,1,1,자연,전통,백두대간 금강산 가는길
1,강원,4,90,2540,1,1,1,자연,전통,백두대간 금강산 가는길
5,강원,4,90,2540,1,1,1,자연,전통,백두대간 금강산 가는길
5,강원,4,90,2540,1,1,1,자연,전통,백두대간 금강산 가는길
5,강원,4,90,2540,1,1,1,자연,전통,백두대간 금강산 가는길
5,강원,4,90,2540,1,1,1,자연,전통,백두대간 금강산 가는길
7,강원,4,90,2540,1,1,1,자연,전통,백두대간 금강산 가는길
7,강원,4,90,2540,1,1,1,자연,체험,백두대간 금강산 가는길
2,서울,3,0.5,120,1,1,0,자연,체험,달마을근린공원 산책길
8,강원,2,20.3,390,1,1,1,자연,체험,화진포 둘레길
1,강원,2,20.3,390,1,1,1,자연,체험,화진포 둘레길
7,강원,3,38,682,1,1,1,자연,체험,건봉사 등공대 해탈의 길
5,강원,3,38,682,1,1,1,자연,체험,건봉사 등공대 해탈의 길
7,강원,3,38,682,1,1,1,자연,체험,건봉사 등공대 해탈의 길
0,강원,3,38.6,1160,1,1,1,자연,체험,새이령 가는길
5,강원,3,38.6,1160,1,1,1,자연,전통,새이령 가는길
5,강원,3,38.6,1160,1,1,1,자연,전통,새이령 가는길
2,강원,3,38.6,1160,1,1,1,자연,전통,새이령 가는길
2,강원,3,38.6,501,1,1,1,자연,전통,화암사 신선 만나러 가는 길
7,강원,3,38.6,501,1,1,1,자연,전통,화암사 신선 만나러 가는 길
7,강원,3,38.6,501,1,1,1,자연,전통,화암사 신선 만나러 가는 길
7,울산,2,30.9,660,0,1,1,자연,전통,영남알프스 둘레길
7,울산,2,30.9,660,0,1,1,자연,체험,영남알프스 둘레길
1,서울,3,5.7,120,1,1,1,도시,체험,동네 골목길 관광 코스
1,서울,3,6.72,120,0,1,1,자연,체험,동네 골목길 관광 코스
1,서울,3,4,90,0,1,1,도시,체험,동네 골목길 관광 코스
7,전북,4,45.2,840,0,1,1,자연,자연,무주 예향천리마실길
5,충북,4,18,480,0,0,0,도시,체험,대청호오백리길
6,경북,2,4,70,1,1,1,도시,자연,선유동천 나들길
1,울산,3,14,240,0,0,0,도시,종교,성안옛길
6,제주,4,15,420,0,1,0,전통,자연,추자도 해안일주길
4,부산,5,27,360,0,1,1,도시,체험,갈맷길
4,강원,2,6.9,120,0,1,1,자연,전통,관동팔경 녹색경관길
7,경북,3,8.1,210,0,1,1,자연,전통,보현산별빛누리길
7,경북,3,8.1,210,0,1,1,자연,전통,보현산별빛누리길
